,V1,V2
0,2.353304971691044,0.2906985905176221
1,5.9735141613602165,-0.11538247479299649
2,4.599253580133889,-0.8772280682175149
3,3.761482191925223,-0.19780940218026855
4,0.980294029274052,0.5143083988472574
5,0.9801424781769557,0.8441799641103861
6,0.3649500985631483,-0.18910603825603206
7,5.442345232562516,-0.4646056629560961
8,3.776917009710014,-0.38589014090397183
9,4.448951217224888,-0.7671784789169692
10,0.12933619211510794,0.1296235200463516
11,6.094123332392967,-0.02202851097623884
12,5.230391369746984,-0.22707437724990565
13,1.3341659803533248,0.858095731465506
14,1.1424399624340646,0.9651077787556795
15,1.152364521581569,0.4792767454444922
16,1.9116103907867292,0.5951784887037181
17,3.297141901079666,-0.11579742159364076
18,2.713990594641554,0.8562633783847915
19,1.8298466547148808,0.8641213548371904
20,3.844385118274953,-0.7407175792267641
21,0.8764657756906659,0.6057281371774904
22,1.8355989632476268,0.7512415050891703
23,2.3019193508941536,0.8624136042140038
24,2.865572223878106,-0.3263741753965962
25,4.933406064175189,-0.4632991561268204
26,1.2545873742863833,0.6842522115276135
27,3.23103026788615,0.19944296873955977
28,3.7222505148331146,-1.0565735334813142
29,0.29185655071471744,0.5552668118461497
30,3.8173168869197154,-0.3566847236637227
31,1.0714346684716647,1.031569249175438
32,0.4087312132537349,-0.00032603201255426706
33,5.962023665865352,-0.2158497433677811
34,6.067245002356024,-0.6874884633571144
35,5.0793103400482895,-1.0345415114329284
36,1.9139447588347167,1.353465273616811
37,0.6136919916460806,0.8945704533715075
38,4.299162898868205,-0.909756929335631
39,2.7655596815831176,-0.022689108540676406
40,0.7667888440908461,0.9520614152660397
41,3.1112882860657196,0.038052224456582934
42,0.21606945060677518,-0.7137341051983029
43,5.713428589860037,-0.22637528231401527
44,1.62596257818143,0.988785594673955
45,4.162750282731995,-0.371732815340874
46,1.9585384533701249,0.48765691132105815
47,3.267683749398383,-1.3964387669528253
48,3.435081994453742,-0.17766057369029603
49,1.1614747989246739,1.0340165277017999
50,6.092079887237463,-0.8662129574743941
51,4.870303166855185,-1.378957262028509
52,5.903045945746886,0.7310372116432207
53,5.622366060669442,-0.7360080901900274
54,3.756716362028796,-0.2846759690879652
55,5.792306648564669,-0.7316649067149779
56,0.55601478868818,-0.308315661455174
57,1.2313966416109714,0.8748513941663835
58,0.28417143716625903,0.17412039078388217
59,2.0441107542316175,0.7301110396206143
60,2.442131435811337,0.5979491761784991
61,1.7049362495591496,1.0967240314100695
